Year,ID,LaborStatus,MaritalStatus,NumChildren,Age,HighestSchoolCompleted,Sex,Race,ChildhoodFamilyIncome,TotalFamilyIncome,RespondentIncome,PoliticalParty,OpinionOfIncome,SexualOrientation
2014,558,Keeping house,Married,0,64.000000,12,Female,White,Below average,Refused,Not applicable,Independent,Average,Heterosexual or straight
2014,559,Keeping house,Married,3,36.000000,12,Male,Other,Average,Refused,Refused,No answer,Below average,Heterosexual or straight
2014,560,Working fulltime,Married,2,49.000000,16,Female,White,Above average,$25000 or more,$25000 or more,Independent,Average,Heterosexual or straight
2014,561,Working fulltime,Married,4,45.000000,16,Male,White,Below average,$25000 or more,$25000 or more,Not str democrat,Average,Heterosexual or straight
2014,562,Retired,Married,2,68.000000,13,Female,White,Average,$25000 or more,$15000 - 19999,"Ind,near rep",Average,Heterosexual or straight
2014,563,Retired,Widowed,3,79.000000,15,Male,Black,Below average,$25000 or more,Not applicable,Strong democrat,Average,Heterosexual or straight
2014,564,Working fulltime,Married,2,53.000000,12,Male,White,Average,$25000 or more,$25000 or more,Not str republican,Average,Heterosexual or straight
2014,565,Retired,Divorced,2,74.000000,14,Female,White,Above average,$25000 or more,Not applicable,Strong republican,Above average,Heterosexual or straight
2014,566,Retired,Widowed,0,77.000000,12,Female,White,Don't know,$25000 or more,Not applicable,"Ind,near rep",Above average,Heterosexual or straight
2014,567,Working fulltime,Married,1,30.000000,16,Female,White,Above average,$25000 or more,$25000 or more,Not str republican,Above average,Heterosexual or straight
2014,568,Keeping house,Married,3,44.000000,16,Female,White,Above average,$25000 or more,Not applicable,Strong republican,Far above average,Heterosexual or straight
2014,569,Working parttime,Divorced,5,56.000000,14,Male,Black,Far below average,$15000 - 19999,$15000 - 19999,Other party,Far below average,Heterosexual or straight
2014,570,Working parttime,Separated,4,31.000000,13,Female,Black,Average,$5000 to 5999,$6000 to 6999,Independent,Average,Bisexual
2014,571,Retired,Divorced,4,65.000000,14,Female,Black,Below average,$8000 to 9999,Not applicable,Independent,Average,Not applicable
2014,572,Working fulltime,Married,NA,55.000000,6,Male,Other,Far below average,$25000 or more,$25000 or more,Strong democrat,Below average,Heterosexual or straight
2014,573,Working fulltime,Never married,2,55.000000,12,Female,Black,Below average,$25000 or more,$25000 or more,Independent,Average,Heterosexual or straight
2014,574,Working fulltime,Married,3,54.000000,14,Male,Other,Below average,$25000 or more,$15000 - 19999,Strong republican,Below average,Heterosexual or straight
2014,575,Keeping house,Never married,1,75.000000,11,Male,Black,Below average,$10000 - 14999,Not applicable,Strong democrat,Below average,Heterosexual or straight
2014,576,Retired,Divorced,2,53.000000,16,Female,Black,Average,$25000 or more,Not applicable,Strong democrat,Below average,Heterosexual or straight
2014,577,Working fulltime,Married,3,45.000000,15,Female,Black,Below average,$25000 or more,Not applicable,Strong democrat,Average,No answer
2014,578,Working fulltime,Divorced,1,71.000000,12,Female,White,Average,$25000 or more,$25000 or more,"Ind,near rep",Average,Heterosexual or straight
2014,579,Keeping house,Married,2,32.000000,16,Female,White,Above average,$25000 or more,$25000 or more,"Ind,near rep",Above average,Heterosexual or straight
2014,580,Working parttime,Married,1,33.000000,18,Female,Other,Average,$25000 or more,Not applicable,"Ind,near dem",Average,Heterosexual or straight
2014,581,Retired,Married,3,72.000000,20,Female,White,Average,$25000 or more,Not applicable,"Ind,near dem",Above average,Heterosexual or straight
2014,582,Retired,Never married,1,70.000000,12,Male,White,Average,$25000 or more,Not applicable,"Ind,near dem",Average,Heterosexual or straight
2014,583,Working fulltime,Divorced,1,58.000000,12,Female,White,Below average,$25000 or more,$25000 or more,Strong democrat,Above average,Heterosexual or straight
2014,584,Working fulltime,Married,0,54.000000,16,Female,White,Above average,$25000 or more,$25000 or more,"Ind,near rep",Average,Heterosexual or straight
2014,585,Working fulltime,Married,3,70.000000,13,Female,White,Average,$15000 - 19999,$15000 - 19999,Strong republican,Average,Heterosexual or straight
2014,586,Working fulltime,Divorced,3,47.000000,12,Male,Black,Below average,$25000 or more,$25000 or more,Strong democrat,Above average,Heterosexual or straight
2014,587,Working fulltime,Married,2,47.000000,16,Male,White,Above average,$25000 or more,$25000 or more,Not str republican,Average,Heterosexual or straight
2014,588,Working fulltime,Married,5,33.000000,14,Male,White,Below average,$25000 or more,Not applicable,"Ind,near dem",Above average,Heterosexual or straight
2014,589,Keeping house,Married,2,47.000000,13,Male,Black,Far below average,$20000 - 24999,$3000 to 3999,"Ind,near dem",Average,Heterosexual or straight
2014,590,School,Never married,2,40.000000,17,Female,White,Average,$25000 or more,Not applicable,Not str democrat,Far above average,Heterosexual or straight
2014,591,Working fulltime,Divorced,4,42.000000,15,Female,Black,Average,$15000 - 19999,$15000 - 19999,Not str democrat,Below average,Bisexual
2014,592,Working fulltime,Married,1,56.000000,20,Female,White,Average,$25000 or more,$25000 or more,Strong republican,Average,Dont know
2014,593,Retired,Married,3,66.000000,15,Male,White,Average,$25000 or more,Not applicable,Strong republican,Above average,Heterosexual or straight
2014,594,Temp not working,Married,2,55.000000,16,Female,White,Average,$25000 or more,$25000 or more,Independent,Above average,Heterosexual or straight
2014,595,Retired,Married,6,74.000000,13,Male,Black,Far above average,$25000 or more,Not applicable,Strong democrat,Average,Heterosexual or straight
2014,596,Working parttime,Never married,0,18.000000,12,Female,White,Average,$25000 or more,Not applicable,"Ind,near rep",Average,Heterosexual or straight
2014,597,Retired,Married,2,58.000000,13,Female,White,Average,$20000 - 24999,Not applicable,Independent,Below average,Heterosexual or straight
2014,598,Retired,Widowed,NA,76.000000,14,Female,White,Below average,$4000 to 4999,Not applicable,Independent,Below average,Heterosexual or straight
2014,599,Retired,Divorced,2,66.000000,16,Male,Black,Average,$25000 or more,Not applicable,Strong democrat,Average,Heterosexual or straight
2014,600,Working fulltime,Married,1,62.000000,15,Female,White,Average,$25000 or more,$25000 or more,Strong republican,Average,Heterosexual or straight
2014,601,Keeping house,Widowed,NA,70.000000,12,Female,Black,Below average,$20000 - 24999,Not applicable,"Ind,near dem",Far below average,Heterosexual or straight
2014,602,Working fulltime,Married,2,53.000000,14,Female,Black,Above average,$25000 or more,$25000 or more,Strong democrat,Average,Heterosexual or straight
2014,603,"Unempl, laid off",Married,2,83.000000,20,Female,White,Far above average,$25000 or more,Not applicable,Strong democrat,Above average,Heterosexual or straight
2014,604,Working parttime,Widowed,0,66.000000,16,Male,White,Below average,$25000 or more,$20000 - 24999,Not str democrat,Below average,"Gay, lesbian, or homosexual"
2014,605,Working fulltime,Never married,1,30.000000,12,Male,Black,Average,$25000 or more,$25000 or more,"Ind,near dem",Average,Heterosexual or straight
2014,606,Working parttime,Married,3,61.000000,12,Female,White,Average,Refused,Refused,Not str republican,Average,Heterosexual or straight
2014,607,Keeping house,Married,2,81.000000,12,Female,Black,Average,Don't know,Not applicable,Strong democrat,Below average,Heterosexual or straight
2014,608,Retired,Never married,0,71.000000,14,Female,White,Above average,$20000 - 24999,Not applicable,Strong republican,Below average,Heterosexual or straight
2014,609,Retired,Widowed,3,80.000000,18,Female,White,Below average,$25000 or more,Not applicable,Strong democrat,Above average,Heterosexual or straight
2014,610,Retired,Married,1,74.000000,17,Female,White,Far below average,$25000 or more,Not applicable,Strong republican,Above average,Heterosexual or straight
2014,611,Working fulltime,Married,3,57.000000,16,Male,White,Average,$25000 or more,$25000 or more,"Ind,near rep",Above average,Heterosexual or straight
2014,612,Working fulltime,Married,2,58.000000,15,Male,White,Below average,$25000 or more,$25000 or more,"Ind,near rep",Above average,Heterosexual or straight
2014,613,Working fulltime,Divorced,3,47.000000,13,Male,White,Above average,$25000 or more,$25000 or more,Other party,Above average,Heterosexual or straight
2014,614,Keeping house,Married,5,55.000000,12,Female,White,Above average,$25000 or more,Not applicable,Independent,Average,Heterosexual or straight
2014,615,Working fulltime,Married,0,29.000000,16,Male,Other,Average,$25000 or more,$25000 or more,Not str democrat,Average,Heterosexual or straight
2014,616,Working fulltime,Married,2,36.000000,16,Male,White,Average,$25000 or more,$25000 or more,Strong democrat,Far above average,Heterosexual or straight
2014,617,Working fulltime,Married,4,44.000000,16,Female,White,Above average,$25000 or more,$25000 or more,Strong republican,Far above average,Heterosexual or straight
2014,618,Keeping house,Married,3,43.000000,16,Female,White,Above average,$25000 or more,Not applicable,Strong republican,Above average,Heterosexual or straight
2014,619,Working fulltime,Never married,0,26.000000,12,Male,White,Above average,$25000 or more,$25000 or more,"Ind,near rep",Average,Heterosexual or straight
2014,620,Working fulltime,Married,3,64.000000,16,Male,White,Far below average,$25000 or more,$25000 or more,Not str democrat,Average,Heterosexual or straight
2014,621,Retired,Married,2,71.000000,12,Female,White,Above average,$25000 or more,Not applicable,Strong republican,Far above average,Heterosexual or straight
2014,622,Retired,Married,2,67.000000,17,Male,White,Below average,Lt $1000,Refused,Not str republican,Average,Heterosexual or straight
2014,623,Keeping house,Married,1,31.000000,16,Female,Other,Average,$25000 or more,Not applicable,Independent,Average,Heterosexual or straight
2014,624,Keeping house,Married,1,40.000000,16,Male,Other,Far below average,$25000 or more,Not applicable,Independent,Below average,Heterosexual or straight
2014,625,Working fulltime,Never married,0,47.000000,11,Female,White,Far below average,$20000 - 24999,$20000 - 24999,Independent,Below average,Heterosexual or straight
2014,626,Working fulltime,Widowed,3,70.000000,12,Female,White,Far below average,$20000 - 24999,$20000 - 24999,Not str democrat,Far below average,Heterosexual or straight
2014,627,Working fulltime,Married,0,29.000000,16,Female,Other,Average,Refused,Refused,Independent,Average,No answer
2014,628,Retired,Married,2,69.000000,14,Male,White,Above average,$25000 or more,Not applicable,Independent,Don't know,Heterosexual or straight
2014,629,Other,Married,1,61.000000,14,Female,White,Average,$25000 or more,$25000 or more,Not str democrat,Above average,Heterosexual or straight
2014,630,Working parttime,Married,2,62.000000,14,Female,White,Average,Refused,Refused,Not str republican,Average,Heterosexual or straight
2014,631,School,Never married,0,21.000000,14,Female,White,Average,$25000 or more,$15000 - 19999,Strong democrat,Average,Bisexual
2014,632,Working fulltime,Never married,0,41.000000,13,Male,White,Average,$25000 or more,$25000 or more,Strong democrat,Above average,Heterosexual or straight
2014,633,Working fulltime,Never married,0,35.000000,18,Male,White,Above average,$25000 or more,$25000 or more,Not str democrat,Average,Heterosexual or straight
2014,634,Retired,Widowed,2,67.000000,13,Female,Black,Far below average,$15000 - 19999,Not applicable,Strong democrat,Below average,Heterosexual or straight
2014,635,Retired,Widowed,3,76.000000,10,Female,Black,Below average,Don't know,Not applicable,Strong democrat,Average,Heterosexual or straight
2014,636,Working parttime,Never married,0,30.000000,13,Male,White,Below average,$6000 to 6999,$6000 to 6999,Strong republican,Far below average,Heterosexual or straight
2014,637,"Unempl, laid off",Divorced,1,55.000000,13,Female,Black,Below average,$1000 to 2999,Not applicable,Strong democrat,Below average,Heterosexual or straight
2014,638,Other,Widowed,7,63.000000,12,Female,Black,Far below average,$10000 - 14999,Not applicable,Strong democrat,Below average,Heterosexual or straight
2014,639,"Unempl, laid off",Never married,1,26.000000,14,Female,Black,Average,$10000 - 14999,$10000 - 14999,"Ind,near dem",Below average,Heterosexual or straight
2014,640,Other,Separated,2,49.000000,11,Female,Black,Average,$10000 - 14999,$4000 to 4999,Strong democrat,Below average,Heterosexual or straight
2014,641,"Unempl, laid off",Never married,0,32.000000,12,Male,Black,Above average,$8000 to 9999,Lt $1000,Strong republican,Below average,Heterosexual or straight
2014,642,Working parttime,Married,1,42.000000,16,Female,White,Average,$25000 or more,Lt $1000,Strong democrat,Average,Heterosexual or straight
2014,643,Working fulltime,Never married,1,50.000000,13,Female,White,Above average,$8000 to 9999,Not applicable,Not str democrat,Average,Heterosexual or straight
2014,644,Keeping house,Married,3,48.000000,8,Female,White,Far below average,$25000 or more,Not applicable,Independent,Average,Heterosexual or straight
2014,645,Retired,Widowed,3,76.000000,10,Female,White,Average,Don't know,Not applicable,Strong republican,Average,Not applicable
2014,646,Working fulltime,Married,1,53.000000,14,Male,White,Average,$25000 or more,$25000 or more,Not str republican,Above average,Not applicable
